Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"SANDVIK MINING AND CONSTRUCTION LYON SAS","955509153","","28.92Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE INDUSTRIELLE 19 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY 69330 MEYZIEU","69330","69","84","31","2","2024",116789064
"MERSEN FRANCE SB SAS","955511217","","27.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","15 RUE VAUCANSON 69720 SAINT-BONNET-DE-MURE","69720","69","84","32","12","2024",138971001
"FRESENIUS MEDICAL CARE - SMAD (FMC-SMAD)","967501685","","32.50A","Manufacturing","Manufacturing: Furniture and Other","Z.I. DE LA PONTCHONNIERE ROUTE DE LA CHANADE 69210 SAVIGNY","69210","69","84","41","2","2024",286407515
"PIMAN CONSULTANTS (PIMAN CONSULTANTS - PIMAN IT- UPSTEP)","510544497","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","CELTIC PARC AVALON 2 304 ROUTE DEPARTEMENTALE 306 69760 LIMONEST","69760","69","84","32","3","2024",42857367
"ZOLPAN","301621884","","46.73B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","17 QUAI JOSEPH GILLET 69004 LYON","69004","69","84","01","178","2024",161481014
"POLYEXPERT RHONE ALPES AUVERGNE","403208358","","66.21Z","Financial and insurance activities","Financial and Insurance","IMMEUBLE KBIS 4 RUE MAURICE MOISSONNIER 69120 VAULX-EN-VELIN","69120","69","84","21","25","2022",29026117
"S R P POLYSERVICES","444251706","","81.29B","Administrative and support service activities","Administrative and Support","378 AVENUE DE L'INDUSTRIE 69140 RILLIEUX-LA-PAPE","69140","69","84","32","9","2024",21529078
"SARP-OSIS SUD EST","957528474","","37.00Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","40 RUE ANDRE CHENIER 69120 VAULX-EN-VELIN","69120","69","84","03","91","2024",58544755
"TC CONCEPT","799283254","","46.72Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","4 QUAI DES ETROITS 69005 LYON","69005","69","84","NN","32","2024",87828330
"LES INTERIMAIRES PROFESSIONNELS - LIP (LES INTERIMAIRES PROFESSIONNELS - LIP)","879428050","","78.20Z","Administrative and support service activities","Administrative and Support","18 IMPASSE DE L'ASPHALTE 69007 LYON","69007","69","84","22","257","2023",438272177
