Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"G. JACQUEMMOZ ET FILS","303858740","","49.41A","Transportation and storage","Transportation and Storage","ZI 235 RUE DE LA CITADELLE 73500 MODANE","73500","73","84","21","8","2024",49302181
"P.S. VAL","434490330","","55.10Z","Accommodation and food service activities","Accommodation and Food Services","COURCHEVEL 238 RUE DES CLARINES 73120 COURCHEVEL","73120","73","84","12","9","2024",26797905
"DRUMEDIS","401538707","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","CENTRE LECLERC 214 CHEMIN DE LA BOISIERE 73420 DRUMETTAZ-CLARAFOND","73420","73","84","32","5","2024",160103093
"GEODIS ROAD TRANSPORT (GEODIS RT) (BM)","392754503","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","SAVOIE HEXAPOLE 73420 MERY","73420","73","84","32","10","2024",49843620
"SOC AMENAGEMENT STATION PLAGNE (SAP)","076220011","","49.39C","Transportation and storage","Transportation and Storage","PLAGNE CENTRE 54 IMP DE LA CEMBRAIE MACOT LA PLAGNE 73210 LA PLAGNE TARENTAISE","73210","73","84","32","8","2025",112839193
"TRIMET FRANCE","519029573","","24.42Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZONE INDUSTRIELLE LE PARQUET RUE HENRI SAINTE CLAIRE DEVILLE 73300 SAINT-JEAN-DE-MAURIENNE","73300","73","84","41","4","2024",478668761
"STEF TRANSPORT ALPES","394454748","","49.41A","Transportation and storage","Transportation and Storage","ZI DE BISSY - 1200 1142 1200 AVENUE DE LA HOUILLE BLANCHE 73000 CHAMBERY","73000","73","84","31","10","2024",51212862
"SOCIETE DES TROIS VALLEES - STV OU S3V (S3V)","429852668","","49.39C","Transportation and storage","Transportation and Storage","LA CROISETTE COURCHEVEL 110 RUE DE LA CROISETTE 73120 COURCHEVEL","73120","73","84","32","7","2024",93889909
"SOC FRANCAISE TUNNEL ROUTIER DE FREJUS (SFTRF)","962504049","","52.21Z","Transportation and storage","Transportation and Storage","PLATEFORME DU TUNNEL LE FREJUS 73500 MODANE","73500","73","84","22","12","2024",227652262
"SOCIETE DES TELEPHERIQUES DE LA GRANDE MOTTE (STGM)","076920024","","49.39C","Transportation and storage","Transportation and Storage","137 RUE FRANCOIS GUISE 73000 CHAMBERY","73000","73","84","NN","6","2025",79518501
"MERIBEL ALPINA","075520064","","49.39C","Transportation and storage","Transportation and Storage","MERIBEL 350 ROUTE DE MOTTARET 73550 LES ALLUES","73550","73","84","31","2","2025",44580866
"TOKAI COBEX SAVOIE","552035388","","27.90Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","NOTRE DAME DE BRIANCON 244 RUE DES EPICEAS NOTRE-DAME DE BRIANC 73260 LA LECHERE","73260","73","84","32","7","2024",121803880
"BOLLHOFF OTALU","747220309","","25.94Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","Z.I. DE L ALBANNE RTE D’APREMONT 73490 LA RAVOIRE","73490","73","84","32","4","2024",118100676
"KEOLIS CHAMBERY","833908528","","49.31Z","Transportation and storage","Transportation and Storage","18 AVENUE DES CHEVALIERS TIREURS 73000 CHAMBERY","73000","73","84","32","3","2024",28338571
"MSSA","410219042","","20.13B","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","POMBLIERE 73600 SAINT-MARCEL","73600","73","84","32","2","2024",91098959
"FYSOL SAS","910839844","","23.14Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","130 AVENUE DES FOLLAZ 73000 CHAMBERY","73000","73","84","31","2","2024",109171390
"HENRI RAFFIN","745621037","","10.13A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","PARC D'ACTIVITE DU HERON 256 RTE DES BONS PRES 73110 VALGELON-LA ROCHETTE","73110","73","84","31","8","2024",80160174
"SPL DOMAINES SKIABLES DES SAISIES","879169530","","49.39C","Transportation and storage","Transportation and Storage","LES SAISIES 109 AVENUE DES JEUX OLYMPIQUES 73620 HAUTELUCE","73620","73","84","31","1","2025",24939211
"SOCIETE DES TELEPHERIQUES DE VAL D'ISERE (VAL D'ISERE TELEPHERIQUES) (STVI)","380241513","","49.39C","Transportation and storage","Transportation and Storage","GARE CENTRALE DES TELEPHERIQUES IMM TELEPHERIQUE SOLAISE 73150 VAL D'ISERE","73150","73","84","32","2","2025",62157697
"CHAMBEDIS","380396382","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC DE LA LEYSSE 32 RUE CHARLES MONTREUIL 73000 CHAMBERY","73000","73","84","32","2","2025",79661299
"PANTHERA SECURITE (ETSSRA)","343025375","","80.10Z","Administrative and support service activities","Administrative and Support","245 AVENUE RENE CASSIN 73290 LA MOTTE-SERVOLEX","73290","73","84","32","4","2025",22724123
"SOCIETE D'EXPLOITATION DE LA VALLEE DES BELLEVILLE (SEVABEL)","353065964","","49.39C","Transportation and storage","Transportation and Storage","GARE DE LA TELECABINE MONT LES MENUIRES 73440 LES BELLEVILLE","73440","73","84","31","1","2025",74742959
"LA ROCHETTE CARTONBOARD SAS","333512440","","17.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","23 AV MAURICE FRANCK 73110 VALGELON-LA ROCHETTE","73110","73","84","32","8","2023",99985434
"SCHNEIDER ELECTRIC ALPES","301619714","","27.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE D'ACTIVITES ALPESPACE RUE ISAAC NEWTON 73800 PORTE-DE-SAVOIE","73800","73","84","32","4","2024",355344946
"MEDIPOLE DE SAVOIE","512715947","","86.10Z","Human health and social work activities","Human Health and Social Work","AVENUE DES MASSETTES 73190 CHALLES-LES-EAUX","73190","73","84","32","2","2024",58092788
"HYPONT","841564271","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","CHEZ JONELDIS Z.I. DE LA BARONNIE 73330 LE PONT-DE-BEAUVOISIN","73330","73","84","31","2","2025",66027273
"EWELLIX FRANCE","747120426","","28.15Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","Z.I. DE BISSY 148 RUE FELIX ESCLANGON 73000 CHAMBERY","73000","73","84","32","4","2023",55431743
"BUREAU ALPES CONTROLES","351812698","","71.20B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","PAE LES GLAISINS 3 B IMP DES PRAIRIES 74000 ANNECY","74000","74","84","21","154","2024",91240062
"SOPRA STERIA GROUP","326820065","","62.02A","Information and communication","Information Technology and Services","PAE DES GLAISINS 3 RUE DU PRE FAUCON 74000 ANNECY","74000","74","84","31","161","2024",5776800000
"GEOX FRANCE","410882914","","47.72A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LIEUDIT LES ILES SOUS VOUILLOUX 432 AVENUE ANDRE LASQUIN 74700 SALLANCHES","74700","74","84","11","110","2024",59508494
"SARL CHEVALLIER","338046741","","10.71C","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZI DES CESARDES 10 RUE GUSTAVE EIFFEL 74000 ANNECY","74000","74","84","03","39","2024",20323705
"BIOGROUP ALPES","323946574","","86.90B","Human health and social work activities","Human Health and Social Work","509 AVENUE PAUL BECHET 74300 CLUSES","74300","74","84","12","44","2024",38888238
"SOPRA STERIA INFRASTRUCTURE & SECURITY SERVICES (SOPRA STERIA 12S)","805020740","","63.11Z","Information and communication","Information Technology and Services","PAE LES GLAISINS 3 RUE DU PRE FAUCON 74000 ANNECY","74000","74","84","NN","36","2024",316884000
"CREATIONS FUSALP","330792987","","47.71Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","114 AV DE FRANCE 74000 ANNECY","74000","74","84","22","38","2024",52945837
"SOCIETE D'EXPLOITATION PROVENCIA","326521002","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","1 RUE DE VENETIE 74000 ANNECY","74000","74","84","21","25","2024",424335480
"SOMFY ACTIVITES SA","303970230","","27.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI MECATRONIQUE DE LA GARE 50 AVENUE DU NOUVEAU MONDE 74300 CLUSES","74300","74","84","41","39","2024",670960025
"EXCOFFIER RECYCLAGE (SOCIETE DE LOCATION DE BENNES (SLB))","327020087","","38.32Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","70 ROUTE DU STADE 74350 VILLY-LE-PELLOUX","74350","74","84","22","14","2022",118109715
"SOPRA HR SOFTWARE","519319651","","62.01Z","Information and communication","Information Technology and Services","PAE LES GLAISINS 74000 ANNECY","74000","74","84","21","29","2024",206434000
"MILLET MOUNTAIN GROUP SAS","400313318","","46.42Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","PAE DES GLAISINS 21 RUE DU PRE FAUCON 74000 ANNECY","74000","74","84","22","26","2024",81315000
"ENTREMONT ALLIANCE (E.A. SAS)","325520450","","10.51C","Manufacturing","Manufacturing: Food, Beverages and Tobacco","BP 29 25 FG DES BALMETTES 74000 ANNECY","74000","74","84","32","31","2024",1351720232
"PARKER HANNIFIN MANUFACTURING FRANCE","523394724","","28.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI DU MONT BLANC - VILLE LA GRAND 17 RUE DES BUCHILLONS 74100 VILLE-LA-GRAND","74100","74","84","21","20","2024",217095713
"SBS SOFTWARE","450792999","","58.29A","Information and communication","Communication: Media and Publishing","PAE LES GLAISINS 74000 ANNECY","74000","74","84","22","34","2024",264226000
"GARAGE DUCHAMP","796580926","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","ZONE INDUSTRIELLE 36 RUE DE LA RESISTANCE 74100 ANNEMASSE","74100","74","84","21","17","2024",122545474
"EVIAN RESORT","795780113","","55.10Z","Accommodation and food service activities","Accommodation and Food Services","QUAI BARON DE BLONAY 74500 EVIAN-LES-BAINS","74500","74","84","32","14","2024",82256440
"FOURNIER (MOBALPA - TIPI - DELPHA - AXESS - MISE EN SCENE - PERENE - DOMACTIS - DELPHY)","325520898","","31.02Z","Manufacturing","Manufacturing: Furniture and Other","18 RUE DES VERNAIES 74230 THONES","74230","74","84","41","13","2024",377278062
"SOCIETE ANONYME DES EAUX MINERALES D EVIAN (S.A.E.M.E)","797080850","","11.07A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","11 AVENUE DU GENERAL DUPAS  74500 EVIAN-LES-BAINS","74500","74","84","31","16","2025",1803504236
"NTN EUROPE (NTN EUROPE) (NTN EU)","325821072","","28.15Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","1 RUE DES USINES 74000 ANNECY","74000","74","84","41","23","2024",734993482
"SOCIETE D'AMENAGEMENT TOURISTIQUE D'EXPLOITATION DE LA CLUSAZ (SATELC)","325620359","","49.39C","Transportation and storage","Transportation and Storage","3219 ROUTE DU COL DES ARAVIS 74220 LA CLUSAZ","74220","74","84","22","15","2024",26427850
"COMPAGNIE DU MONT BLANC","605520584","","49.39C","Transportation and storage","Transportation and Storage","35 PLACE DE LA MER DE GLACE 74400 CHAMONIX-MONT-BLANC","74400","74","84","22","11","2024",153892000
"DUPARC ET GESLIN","760200477","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ANNECY-LE-VIEUX 1 RUE DE VENETIE 74000 ANNECY","74000","74","84","02","11","2024",185786173
"PFEIFFER VACUUM (PFEIFFER VACUUM)","085980357","","28.13Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","98 AV DE BROGNY 74000 ANNECY","74000","74","84","41","11","2024",253447012
"HALPADES S.A. D'HLM","325720258","","68.20A","Real estate activities","Real Estate","6 AV DE CHAMBERY 74000 ANNECY","74000","74","84","22","7","2016",102066680
"LALLIARD","334641958","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","25 PLACE SAINT-MAURICE 74800 SAINT-PIERRE-EN-FAUCIGNY","74800","74","84","22","8","2021",121827356
"GRAND MASSIF DOMAINES SKIABLES (GMDS)","602056012","","49.39C","Transportation and storage","Transportation and Storage","TELEPHERIQUE DE FLAINE LES GRANDES PLATIERES - TELEPHER 74300 MAGLAND","74300","74","84","22","19","2025",53507458
"DOUVAINE DISTRIBUTION","307420802","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","1 RUE DE VENETIE 74000 ANNECY","74000","74","84","NN","7","2024",103581672
"MIGROS FRANCE","384393195","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ARCHAMPS TECHNOPOLE 283 RUE DOUGLAS ENGELBART 74160 ARCHAMPS","74160","74","84","21","8","2024",119711869
"74SOFTWARE","433977980","","58.29A","Information and communication","Communication: Media and Publishing","PAE LES GLAISINS 3 RUE DU PRE FAUCON 74000 ANNECY","74000","74","84","NN","14","2024",461878000
"NICOMATIC","306926684","","26.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","LD ZONE INDUSTRIELLE 74890 BONS-EN-CHABLAIS","74890","74","84","32","4","2024",79616020
"ALPEN'TECH","605820455","","25.62A","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZAC DES GRANDS BOIS 800 RUE DE L'AVENIR 74130 VOUGY","74130","74","84","32","5","2022",48914282
"SIEGWERK FRANCE SAS","796080851","","20.30Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","13 ROUTE DE TANINGES 74100 VETRAZ-MONTHOUX","74100","74","84","31","7","2024",161985178
"DUPESSEY&CO","410271654","","49.41A","Transportation and storage","Transportation and Storage","ROUTE D'AIX-LES-BAINS 74150 RUMILLY","74150","74","84","22","8","2024",57440463
"ETS PERNAT EMILE SA","606320190","","25.62A","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZI DES PRES PARIS 375 RUE DES TECHNIQUES 74970 MARIGNIER","74970","74","84","22","7","2022",55717392
"MITHIEUX TP (MITHIEUX TP)","326520780","","42.11Z","Construction","Construction","SEYNOD 3 RUE DES FRERES DE MONGOLFIER 74000 ANNECY","74000","74","84","22","4","2025",63206781
"CONCES FRANC CONST EXPL TUNNEL MONT BLANC (ATMB)","582056511","","52.21Z","Transportation and storage","Transportation and Storage","ATMB 1440 ROUTE DE CLUSES 74130 BONNEVILLE","74130","74","84","32","8","2024",210615000
"SEM DES REMONTEES MECANIQUES DE MEGEVE","605720804","","49.39C","Transportation and storage","Transportation and Storage","DE ROCHEBRUNE 220 ROUTE DU TELEPHERIQUE 74120 MEGEVE","74120","74","84","31","6","2024",25802244
"APTAR ANNECY","778147942","","25.61Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","19 AV DES VIEUX MOULINS - ANNECY 74000 ANNECY","74000","74","84","32","6","2024",66355805
"ALLERGAN INDUSTRIE","344097902","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","Z.A. DE PRE-MAIRY RTE DE PROMERY 74000 ANNECY","74000","74","84","22","3","2024",599446164
"MAPED","325720423","","46.49Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","530 ROUTE DE PRINGY 74370 ARGONAY","74370","74","84","31","2","2024",93999000
"CLINIQUE GENERALE (CLINIQUE GENERALE ANNECY VIVALTO SANTE)","407658087","","86.10Z","Human health and social work activities","Human Health and Social Work","4 CHE DE LA TOUR LA REINE 74000 ANNECY","74000","74","84","32","3","2024",43024947
"TEFAL","301520920","","25.99A","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZAE RUMILLY EST 15 AVENUE DES ALPES 74150 RUMILLY","74150","74","84","42","3","2024",389866625
"SALOMON SAS (SALOMON)","325820751","","32.30Z","Manufacturing","Manufacturing: Furniture and Other","ZA DES CROISELETS 14 CHE DES CROISELETS 74330 EPAGNY METZ-TESSY","74330","74","84","41","16","2024",300336000
"SOCIETE INTERCOMMUNALE DES BUS DE LA REGION ANNECIENNE (SIBRA)","318163094","","49.31Z","Transportation and storage","Transportation and Storage","66 CHE DE LA PRAIRIE 74000 ANNECY","74000","74","84","32","2","2024",41487611
"LABORATOIRES GALDERMA","440139772","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ZI-MONTDESIR 74540 ALBY-SUR-CHERAN","74540","74","84","32","4","2024",117836108
"HOPITAL PRIVE PAYS DE SAVOIE","329381743","","86.10Z","Human health and social work activities","Human Health and Social Work","19 AVENUE PIERRE MENDES FRANCE 74100 ANNEMASSE","74100","74","84","32","3","2024",51089392
"L'IMPERIAL PALACE","343925574","","92.00Z","Arts, entertainment and recreation","Arts, Entertainment and Recreation","ALL DE L IMPERIAL 74000 ANNECY","74000","74","84","32","5","2024",28848967
"MECALAC FRANCE","304653553","","28.92Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","PAE LES GLAISINS 2 AV DU PRE DE CHALLES 74000 ANNECY","74000","74","84","32","1","2024",113982893
"UBISOFT ANNECY","408641090","","59.12Z","Information and communication","Communication: Media and Publishing","TOUR GALBERT 6 RUE ANDRE FUMEX 74000 ANNECY","74000","74","84","32","5","2024",32877017
"FDH CHAMONIX","820234011","","55.10Z","Accommodation and food service activities","Accommodation and Food Services","823 ALLEE RECTEUR PAYOT 74400 CHAMONIX-MONT-BLANC","74400","74","84","31","2","2024",24258023
"SOCIETE D'EXPLOITATION DES REMONTEES MECANIQUES DE MORZINE AVORIAZ","389022419","","49.39C","Transportation and storage","Transportation and Storage","AVORIAZ 98 PL JEAN VUARNET 74110 MORZINE","74110","74","84","32","1","2025",61564236
"PAPETERIES DU LEMAN","400333225","","17.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","AMPHION LES BAINS 1080 RUE DES VIGNES ROUGES 74500 PUBLIER","74500","74","84","31","2","2024",111611410
"ETABLISSEMENTS ANTHOGYR","605620442","","32.50A","Manufacturing","Manufacturing: Furniture and Other","2237 AVENUE ANDRE LASQUIN 74700 SALLANCHES","74700","74","84","32","3","2024",45979811
"RUMIDIS","791370216","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LIEUDIT SAVOIROUX BD DE L EUROPE 74150 RUMILLY","74150","74","84","31","2","2024",89003432
"SOC SPORTS ET TOURISME A CHATEL (REMONTEES MECANIQUES DE CHATEL)","795680131","","49.39C","Transportation and storage","Transportation and Storage","1431 ROUTE DE VONNES 74390 CHATEL","74390","74","84","32","2","2024",31612276
"SAGETS","379926025","","49.39C","Transportation and storage","Transportation and Storage","MAISON DES GETS 89 ROUTE DU FRONT DE NEIGE 74260 LES GETS","74260","74","84","32","1","2023",22456363
"PILOT CORPORATION OF EUROPE (PCE)","399424753","","46.49Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","SAINT MARTIN BELLEVUE 1 RUE DE L'ECRITURE 74370 FILLIERE","74370","74","84","31","3","2023",119760800
"AMPHENOL SOCAPEX","035650167","","26.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","LD PROMENADE DE L'ARVE 74300 THYEZ","74300","74","84","32","6","2021",73186652
"SODICRAN SA","328668090","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","60 RTE DES CREUSES 74000 ANNECY","74000","74","84","31","1","2024",88395196
"STAUBLI FAVERGES","325720720","","28.99B","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","FAVERGES PL ROBERT STAUBLI 74210 FAVERGES-SEYTHENEX","74210","74","84","42","2","2024",959023000
"KARTESIS FRANCE","316014984","","25.62A","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","480 RUE DES CYGNES 74130 BONNEVILLE","74130","74","84","31","8","2024",49848000
"DELPHARM GAILLARD","539501205","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","33 RUE DE L’INDUSTRIE 74240 GAILLARD","74240","74","84","32","2","2024",79408024
"CLYDEUNION PUMPS SAS (CLYDEUNION PUMPS SAS)","537559346","","28.13Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZAE DE MEYTHET 39 AV DU PONT DE TASSET - MEYTHET 74000 ANNECY","74000","74","84","31","3","2024",35864469
"GALITT (BARTS)","329822514","","62.02A","Information and communication","Information Technology and Services","ANNECY-LE-VIEUX PAS DES GLAISINS 74000 ANNECY","74000","74","84","02","8","2023",38275943
