Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"TRADIVAL","327641346","","10.11Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","197 RUE DE CHARLIEU 42300 ROANNE","42300","42","84","32","11","2024",833615463
"NTN EUROPE (NTN EUROPE) (NTN EU)","325821072","","28.15Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","1 RUE DES USINES 74000 ANNECY","74000","74","84","41","23","2024",734993482
"CIRIL GROUP","305163040","","62.02A","Information and communication","Information Technology and Services","49 AVENUE ALBERT EINSTEIN 69100 VILLEURBANNE","69100","69","84","32","18","2024",64320881
"SOCIETE DE PROSPECTION ET D'INVENTIONS TECHNIQUES SPIT (SPIT)","437181076","","25.73B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","150 AVENUE DE LYON 26500 BOURG-LES-VALENCE","26500","26","84","31","136","2024",191000263
"INITIATIVE POUR LE DEVELOPPEMENT DURABLE - INGENIERIE ET ORGANISATION () (INDDIGO)","402250427","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","367 AVENUE DU GRAND ARIETAZ 73000 CHAMBERY","73000","73","84","22","20","2024",34911900
"CABESTAN (CABESTAN ENERGIES)","450214416","","43.99C","Construction","Construction","88 RUE ANATOLE FRANCE 38100 GRENOBLE","38100","38","84","21","29","2024",20990035
"RHONE-ALPES DISTRIBUTION (GRAND LYON BOISSONS)","789694262","","46.34Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","15 RUE DE GENEVE 69800 SAINT-PRIEST","69800","69","84","21","18","2024",92329883
"IN EXTENSO AUVERGNE RHONE ALPES","434713871","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","53 AVENUE ALBERT EINSTEIN 69100 VILLEURBANNE","69100","69","84","21","20","2024",22474143
"RHENUS LOGISTICS FRANCE","481212561","","52.24B","Transportation and storage","Transportation and Storage","BATIMENT LE DAUPHIN 80 RUE CONDORCET 38090 VAULX-MILIEU","38090","38","84","22","45","2024",74770686
"AUVERGNE HABITAT","856200746","","68.20A","Real estate activities","Real Estate","16 BOULEVARD CHARLES DE GAULLE 63000 CLERMONT-FERRAND","63000","63","84","22","16","2018",87012316
"ETABLISSEMENTS PAYANT","057502148","","46.63Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ROUTE DE SAVOIE 38420 DOMENE","38420","38","84","22","11","2024",92202952
"IVECO FRANCE","419683818","","45.19Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","PORTE E 1 RUE DES COMBATS DU 24 AOUT 44 69200 VENISSIEUX","69200","69","84","32","29","2024",2397994300
"LIMAGRAIN EUROPE","542009824","","01.11Z","Agriculture, forestry and fishing","Agriculture, Forestry and Fishing","BIOPOLE CLERMONT-LIMAGNE RUE HENRI MONDOR 63360 SAINT-BEAUZIRE","63360","63","84","31","28","2024",546161063
"LFB FRANCE","309528115","","28.25Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","Z.I. LES MEURIERES 6 RUE DES ALBATROS 69780 MIONS","69780","69","84","22","30","2024",142893092
"SOCIETE D'AMENAGEMENT TOURISTIQUE D'EXPLOITATION DE LA CLUSAZ (SATELC)","325620359","","49.39C","Transportation and storage","Transportation and Storage","3219 ROUTE DU COL DES ARAVIS 74220 LA CLUSAZ","74220","74","84","22","15","2024",26427850
"FAUN ENVIRONNEMENT","775573009","","29.20Z","Manufacturing","Manufacturing: Transport Equipment","625 RUE DU LANGUEDOC 07500 GUILHERAND-GRANGES","07500","07","84","32","14","2024",114440600
"PCAS (PCAS)","622019503","","20.14Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","21 ECULLY PARC, 21 CHEMIN DE LA SAUVEGARDE 69130 ECULLY","69130","69","84","12","12","2022",226356000
"ASTR'IN","444776504","","52.29B","Transportation and storage","Transportation and Storage","AVENUE DES BERGERIES 01150 SAINT-VULBAS","01150","01","84","31","18","2025",110068079
"HARDIS GROUPE","513852657","","62.02A","Information and communication","Information Technology and Services","ZA LA TUILERIE 2 3 RUE PAUL VALERIEN PERRIN 38170 SEYSSINET-PARISET","38170","38","84","NN","19","2024",153791000
"SARPI REMEDIATION FRANCE","379578883","","39.00Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","17 RUE DU PERIGORD 69330 MEYZIEU","69330","69","84","22","23","2024",48477715
"FERMOB","349797357","","31.09B","Manufacturing","Manufacturing: Furniture and Other","ZONE D ACTIVITE PARC ACTIVAL 124 RUE RAYMOND NOEL 01140 SAINT-DIDIER-SUR-CHALARONNE","01140","01","84","32","10","2023",156424000
"T S E FRANCE","390162246","","49.41A","Transportation and storage","Transportation and Storage","64 AVENUE DES FRERES MONTGOLFIER 69740 GENAS","69740","69","84","12","21","2024",37097107
"NUVIA SUPPORT","377484548","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","ZA LES TOMPLES 8 ALLEE DES ENTREPRENEURS 26700 PIERRELATTE","26700","26","84","12","15","2024",49420456
"FAUCHE CENTRE EST (FAUCHE CENTRE EST)","415104223","","43.21A","Construction","Construction","ZI GAVE 42330 SAINT-GALMIER","42330","42","84","22","18","2024",48735771
"SATA GROUP (SATA)","775595960","","49.39C","Transportation and storage","Transportation and Storage","TELECABINE GRANDES ROUSSES RUE DU PIC BLANC 38750 HUEZ","38750","38","84","41","9","2024",126277709
"NSE","394020903","","26.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","LA GRAND CROIX 03250 NIZEROLLES","03250","03","84","12","23","2024",103563000
"FLORETTE FRANCE","451353734","","10.39A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","CITE PARK BATIMENT F 23 AVENUE DE POUMEYROL 69300 CALUIRE-ET-CUIRE","69300","69","84","22","8","2024",338657435
"ALDES (ALDES)","956506828","","28.25Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","20 BOULEVARD IRENE JOLIOT CURIE 69200 VENISSIEUX","69200","69","84","32","51","2024",379494000
"FRANCE FRAIS RHONE ALPES (BROC SERVICE FRAIS)","957521750","","46.33Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ZI DES ISLES RUE LOUISE MICHEL 69320 FEYZIN","69320","69","84","31","17","2024",145314542
"KEM ONE","538695040","","20.16Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","IMMEUBLE LE QUADRILLE 19 RUE JACQUELINE AURIOL 69008 LYON","69008","69","84","22","12","2024",1024850008
"COMPAGNIE DU MONT BLANC","605520584","","49.39C","Transportation and storage","Transportation and Storage","35 PLACE DE LA MER DE GLACE 74400 CHAMONIX-MONT-BLANC","74400","74","84","22","11","2024",153892000
"XPO VRAC FRANCE (XPO VRAC FR)","798867297","","49.41A","Transportation and storage","Transportation and Storage","192 AVENUE THIERS 69006 LYON","69006","69","84","NN","13","2024",86087729
"DUPARC ET GESLIN","760200477","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ANNECY-LE-VIEUX 1 RUE DE VENETIE 74000 ANNECY","74000","74","84","02","11","2024",185786173
"IMMOBILIERE RHONE ALPES SA D'HLM","398115808","","68.20A","Real estate activities","Real Estate","9 RUE ANNA MARLY 69007 LYON","69007","69","84","21","16","2017",108728292
"SOLUSTIL","398142299","","25.50B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","109 RUE DE L'ABBAYE 69400 ARNAS","69400","69","84","22","15","2024",66349414
"SPECIALTY OPERATIONS FRANCE","922031505","","20.14Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","IMMEUBLE SILEX 2 SOLVAY 9 RUE DES CUIRASSIERS 69003 LYON","69003","69","84","32","8","2024",554449444
"FERROGLOBE FRANCE","642005177","","20.13B","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","IMMEUBLE LANDART - BATIMENT A 3EME ET 711 AVENUE DES LANDIERS 73000 CHAMBERY","73000","73","84","NN","31","2024",388789682
"ROUCHY","312195993","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ZI LE CHAPEAU ROUGE 63500 LE BROC","63500","63","84","21","11","2019",46745287
"S P I","333985224","","82.92Z","Administrative and support service activities","Administrative and Support","PARC D'ACTIVITE DE LA PLAINE DE L'AIN ALLEE DES ACACIAS 01150 SAINT-VULBAS","01150","01","84","12","21","2024",82220269
"ALPTIS ASSURANCES","335244489","","66.22Z","Financial and insurance activities","Financial and Insurance","25 COURS ALBERT THOMAS 69003 LYON","69003","69","84","32","22","2024",152391342
"ATLANTIC CLIMATISATION ET TRAITEMENT D AIR INDUSTRIE (ACTA INDUSTRIE)","421370289","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","Z.I. 13 BOULEVARD MONGE 69330 MEYZIEU","69330","69","84","32","9","2024",73786455
"EIFFAGE ENERGIE SYSTEMES - INFRA RHONE ALPES (EES - INFRA RA)","808464515","","43.21A","Construction","Construction","140 ROUTE DU BOIS DU MAINE 69210 SAVIGNY","69210","69","84","21","11","2024",53277294
"CAMPENON BERNARD CENTRE EST","493452015","","42.13A","Construction","Construction","55 RUE DE LA SOIE 69100 VILLEURBANNE","69100","69","84","NN","11","2024",458943135
"AER","510686751","","42.11Z","Construction","Construction","3 RUE HRANT DINK 69002 LYON","69002","69","84","11","12","2024",74334240
"TRANSPORTS PERRIER","645550187","","49.41A","Transportation and storage","Transportation and Storage","SAVOIE HEXAPOLE 210 RUE CHARLES MONTREUIL 73420 MERY","73420","73","84","NN","25","2024",26832332
"INEO POSTES ET CENTRALES","419212840","","43.21A","Construction","Construction","LE PHERIPHERIQUE 16 RUE DES BROSSES 69100 VILLEURBANNE","69100","69","84","21","14","2025",109857898
"LES COURRIERS RHODANIENS","337220081","","49.39A","Transportation and storage","Transportation and Storage","529 AVENUE GROSS UMSTADT 07130 SAINT-PERAY","07130","07","84","21","16","2024",22999757
"BOUYGUES E&S MAINTENANCE INDUSTRIELLE","322491127","","33.12Z","Manufacturing","Manufacturing: Furniture and Other","ZA DU CHATEAU 12 RUE HENRI BECQUEREL 69320 FEYZIN","69320","69","84","21","17","2024",23725265
"PFEIFFER VACUUM (PFEIFFER VACUUM)","085980357","","28.13Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","98 AV DE BROGNY 74000 ANNECY","74000","74","84","41","11","2024",253447012
"LYSALTO","821407277","","78.30Z","Administrative and support service activities","Administrative and Support","EFOR GROUP LYSALTO 19 RUE DES ROSIERISTES 69410 CHAMPAGNE-AU-MONT-D'OR","69410","69","84","NN","20","2022",21550698
"COMPAGNIE GENERALE D'EAUX DE SOURCE (C.G.E.S.)","402571889","","11.07A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","BATIMENT SY1 70 AVENUE DES SOURCES 03270 SAINT-YORRE","03270","03","84","12","10","2018",150316355
"FOSELEV AGINTIS (FOSELEV AGINTIS)","477645626","","33.11Z","Manufacturing","Manufacturing: Furniture and Other","211 AVENUE FRANCIS DE PRESSENSE 69200 VENISSIEUX","69200","69","84","32","14","2024",90529292
"GERFLOR","726580152","","46.73B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","BATIMENT B   CAMPUS VERRAZZANO 1 PLACE GIOVANNI DA VERRAZZANO 69009 LYON","69009","69","84","12","11","2024",673847574
"SAMSON REGULATION","788165603","","28.14Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","1 RUE JEAN CORONA 69120 VAULX-EN-VELIN","69120","69","84","32","19","2024",79032790
"SEM DE CONSTRUCTION DU DPT DE L AIN (SEMCODA)","759200751","","68.20A","Real estate activities","Real Estate","50 RUE DU PAVILLON 01000 BOURG-EN-BRESSE","01000","01","84","41","15","2022",282471470
"PERRAUD","998893002","","49.39A","Transportation and storage","Transportation and Storage","441 AVENUE DU PEURAS 38210 TULLINS","38210","38","84","21","21","2024",23074482
"MUTUAL LOGISTICS ENF (MUTUAL LOGISTICS) (ML ENF)","411545023","","52.29B","Transportation and storage","Transportation and Storage","PARC MAIL - BATIMENT H 523 COURS DU TROISIEME MILLENAIRE 69800 SAINT-PRIEST","69800","69","84","NN","18","2024",41677962
"AUTO BERNARD FRANCHE-COMTE","411753718","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","519 AVENUE DE PARME 01000 BOURG-EN-BRESSE","01000","01","84","NN","8","2024",133927120
"HALPADES S.A. D'HLM","325720258","","68.20A","Real estate activities","Real Estate","6 AV DE CHAMBERY 74000 ANNECY","74000","74","84","22","7","2016",102066680
"MAISAVIA (AUTOCARS MAISONNEUVE)","315384867","","49.39A","Transportation and storage","Transportation and Storage","521 AV DE L'EUROPE 69220 BELLEVILLE-EN-BEAUJOLAIS","69220","69","84","22","19","2024",32266339
"SARL MEWA","313455545","","96.01A","Other service activities","Other Services","ZONE ARTISANALE LES PETITS VERNATS 03000 AVERMES","03000","03","84","22","25","2024",95828357
"OLYMPIQUE LYONNAIS","385071881","","93.11Z","Arts, entertainment and recreation","Arts, Entertainment and Recreation","3EME ETAGE 10 AVENUE SIMONE VEIL 69150 DECINES-CHARPIEU","69150","69","84","21","14","2024",155631125
"RENAULT TRUCKS GRAND PARIS","448970251","","45.19Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","TER A50 2 72 99 ROUTE DE LYON 69800 SAINT-PRIEST","69800","69","84","NN","13","2024",96006000
"TUBESCA-COMABI","422481838","","25.99B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","LIEUDIT FETANT 976 ROUTE DE SAINT-BERNARD 01600 TREVOUX","01600","01","84","22","12","2024",96206609
"DIAVERUM PROVENCE (SOMEDIA)","423492792","","86.10Z","Human health and social work activities","Human Health and Social Work","190 AVENUE THIERS 69006 LYON","69006","69","84","NN","19","2024",29218815
"PORALU MENUISERIES","418245262","","22.23Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","ZI LE MARAIS RUE DES BOULEAUX 01460 PORT","01460","01","84","31","15","2024",52810986
"RESONANCE","824007520","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","416 RUE DU CHATEAU 69480 LACHASSAGNE","69480","69","84","NN","10","2024",70249613
"KEOLIS PORTE DES ALPES","508789518","","49.39A","Transportation and storage","Transportation and Storage","ZI CENTR'ALP 511 RUE EMILE ROMANET 38340 VOREPPE","38340","38","84","22","16","2024",32961789
"LAMBERET","511316291","","29.20Z","Manufacturing","Manufacturing: Transport Equipment","129 ROUTE DE VONNAS 01380 SAINT-CYR-SUR-MENTHON","01380","01","84","41","9","2024",214165578
"SERPOLLET (CHARGEMOOV)","958506289","","42.22Z","Construction","Construction","2 CHEMIN DU GENIE 69200 VENISSIEUX","69200","69","84","32","15","2024",87847706
"PANZANI (PANZANI)","961503422","","10.73Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","141 COURS GAMBETTA 69003 LYON","69003","69","84","32","26","2024",662288000
"BOEHRINGER INGELHEIM ANIMAL HEALTH FRANCE","590800215","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","29 AVENUE TONY GARNIER 69007 LYON","69007","69","84","41","22","2024",679595898
"LALLIARD","334641958","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","25 PLACE SAINT-MAURICE 74800 SAINT-PIERRE-EN-FAUCIGNY","74800","74","84","22","8","2021",121827356
"CHAPEL","301465456","","28.22Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","1225 RUE ALPHONSE GOURJU 38140 APPRIEU","38140","38","84","21","9","2023",36880809
"SPL M TAG (SEMITAG)","301503231","","49.31Z","Transportation and storage","Transportation and Storage","15 AVENUE SALVADOR ALLENDE 38130 ECHIROLLES","38130","38","84","41","11","2023",168786444
"BOURG DISTRIBUTION","315681791","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LES CHABANNERIES 26500 BOURG LES VALENCE","26500","26","84","32","6","2024",107799243
"ARCELORMITTAL WIRE FRANCE","310792023","","24.34Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","25 AVENUE DE LYON 01000 BOURG-EN-BRESSE","01000","01","84","31","21","2024",94441009
"TIVOLY","076120021","","25.73B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","266 ROUTE PORTE DE TARENTAISE 73790 TOURS-EN-SAVOIE","73790","73","84","21","12","2021",80734000
"ELYDAN","388062796","","22.21Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","GRENOBLE AIR PARC 127 AVENUE LOUIS BLERIOT 38590 SAINT-ETIENNE-DE-SAINT-GEOIRS","38590","38","84","22","9","2022",173006000
"AHLSTROM SPECIALTIES","352703201","","17.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","ZONE INDUSTRIELLE DE L'ABBAYE 364 IMPASSE LOUIS CHAMPIN 38780 PONT-EVEQUE","38780","38","84","22","10","2024",218423500
"SOCIETE FONCIERE P.L.M.","377518436","","55.10Z","Accommodation and food service activities","Accommodation and Food Services","2 RUE GUYNEMER 69002 LYON","69002","69","84","NN","11","2024",65638956
"HOLDING TEXTILE HERMES","592028542","","14.19Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","16 CHEMIN DES MURIERS 69310 OULLINS-PIERRE-BENITE","69310","69","84","32","13","2024",288113259
"TRANSPORTS DE SAVOIE","770201010","","49.41C","Transportation and storage","Transportation and Storage","PARC D'ACTIVITES DES LANDIERS 104 AVENUE DE VILLARCHER 73000 CHAMBERY","73000","73","84","31","11","2024",31578101
"LSEHL","410545313","","71.20B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","4 AVENUE JEAN MOULIN 69200 VENISSIEUX","69200","69","84","41","9","2024",78685433
"ATLANTIC CLIMATISATION ET TRAITEMENT D'AIR COMMERCE (ACTA COMMERCE)","880065537","","46.74B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","13 BOULEVARD MONGE 69330 MEYZIEU","69330","69","84","32","7","2024",347640567
"EGIS RAIL","968502559","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","168-170 AVENUE THIERS 69006 LYON","69006","69","84","32","13","2024",282702000
"AMILTONE","538949108","","62.02A","Information and communication","Information Technology and Services","LE PRESIDENT 76 BOULEVARD DU 11 NOVEMBRE 1918 69100 VILLEURBANNE","69100","69","84","31","14","2024",26060730
"BELL FRANCE","761200013","","10.13A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","MONTAURY 63460 TEILHEDE","63460","63","84","31","7","2024",144582487
"TRANSPORTS LTR - VIALON","340035229","","49.41A","Transportation and storage","Transportation and Storage","Z.A.I.N RUE ANDRE TURCAT 42160 ANDREZIEUX-BOUTHEON","42160","42","84","41","9","2021",89423150
"VIENNEDIS","347831851","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZA CROISSANT FERTILE-ESTRE CHE DES LONES 38200 VIENNE","38200","38","84","31","6","2024",90244327
"TORNIER","070501275","","32.50A","Manufacturing","Manufacturing: Furniture and Other","161 RUE LAVOISIER 38330 MONTBONNOT-SAINT-MARTIN","38330","38","84","22","10","2024",132093260
"UGITECH","410436158","","24.10Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","AVENUE PAUL GIROD 73400 UGINE","73400","73","84","42","15","2024",585980092
"FORLAM CLOTURE INDUSTRIE (FCI)","908274822","","25.93Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","23 RUE TRAMASSAC 69005 LYON","69005","69","84","21","6","2024",54451724
"GRAND MASSIF DOMAINES SKIABLES (GMDS)","602056012","","49.39C","Transportation and storage","Transportation and Storage","TELEPHERIQUE DE FLAINE LES GRANDES PLATIERES - TELEPHER 74300 MAGLAND","74300","74","84","22","19","2025",53507458
"STANLEY BLACK & DECKER FRANCE SAS (BD)","954507521","","46.69A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","62 CHEMIN DE LA BRUYERE 69570 DARDILLY","69570","69","84","31","16","2022",421148269
"FIRMINY DISTRIBUTION","341653939","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZI LES PRAIRIES IMPASSE DES ARTISANS 42700 FIRMINY","42700","42","84","32","9","2024",92085815
"HOWDEN SOLYVENT-VENTEC (HOWDEN SOLYVENT-VENTEC)","327657631","","28.25Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","143 RUE DE LA REPUBLIQUE 69330 MEYZIEU","69330","69","84","22","30","2023",48290489
"DOUVAINE DISTRIBUTION","307420802","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","1 RUE DE VENETIE 74000 ANNECY","74000","74","84","NN","7","2024",103581672
"KEOLIS LYON","308077635","","49.31Z","Transportation and storage","Transportation and Storage","19 BOULEVARD MARIUS VIVIER-MERLE 69003 LYON","69003","69","84","51","6","2024",522921953
"FOREZIENNE - M.F.L.S.","309445237","","28.95Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","30 CHEMIN DE L'ESSOR 42110 EPERCIEUX-SAINT-PAUL","42110","42","84","31","6","2024",42671398
"XPO LOGISTICS OUEST FRANCE (XPO OUEST FR)","311686703","","52.29B","Transportation and storage","Transportation and Storage","192 AVENUE THIERS 69006 LYON","69006","69","84","NN","18","2024",54711933
"SOLUTEC (AUBAY - SOLUTEC)","381345941","","62.02A","Information and communication","Information Technology and Services","10 RUE JOANNES CARRET 69009 LYON","69009","69","84","NN","22","2024",112245960
"VENTE-PRIVEE LOGISTIQUE","452650500","","52.10B","Transportation and storage","Transportation and Storage","PARC INDUSTRIEL LA PLAINE DE L'AIN ALLEE DES CHENES 01150 SAINT-VULBAS","01150","01","84","41","6","2024",107038793
"TRANSPORTS CHALAVAN ET DUC","732980479","","49.41A","Transportation and storage","Transportation and Storage","ZONE ARTISANALE DU MEYROL LES ESPRATS 26200 MONTELIMAR","26200","26","84","22","9","2025",97519332
"ETABLISSEMENTS GEORGES DAVID (EDA)","765200811","","22.29B","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","36-40 36 RUE DES CARMES 01100 OYONNAX","01100","01","84","31","7","2023",104029571
"DCS EASYWARE","797080397","","62.03Z","Information and communication","Information Technology and Services","LE BRITANNIA A 20 BOULEVARD EUGENE DERUELLE 69003 LYON","69003","69","84","32","23","2024",52171997
"LOGTEX","492895362","","52.29B","Transportation and storage","Transportation and Storage","53 RUE SIBERT 42400 SAINT-CHAMOND","42400","42","84","12","25","2024",38195329
"DELAWARE CONSULTING","515285047","","62.02A","Information and communication","Information Technology and Services","IMMEUBLE L ECHO 55 AVENUE PAUL KRUGER 69100 VILLEURBANNE","69100","69","84","22","9","2024",81389019
"AUTOBERNARD CHAMPAGNE-ARDENNE","802892794","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","519 AVENUE DE PARME 01000 BOURG-EN-BRESSE","01000","01","84","NN","9","2024",181447752
"LUSTUCRU FRAIS","957507536","","10.73Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","37 B RUE ST ROMAIN 69008 LYON 8EME","69008","69","84","22","8","2022",178922000
"SOGEDESCA","965507684","","70.22Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","10 RUE GENERAL PLESSIER 69002 LYON","69002","69","84","32","8","2024",66625295
"EIFFAGE ENERGIE SYSTEMES - IT RHONE ALPES (EES - IT RA)","378499644","","43.21A","Construction","Construction","10 BOULEVARD MARCEL DASSAULT 69330 JONAGE","69330","69","84","21","36","2024",51578750
"ISDEL ENERGY (OMEXOM)","490281243","","43.21A","Construction","Construction","220 RUE FERDINAND PERRIER 69800 SAINT-PRIEST","69800","69","84","22","10","2024",54793888
"DEMATHIEU BARD BATIMENT SUD-EST","409714474","","41.20B","Construction","Construction","16 RUE DU 8 MAI 1945 69100 VILLEURBANNE","69100","69","84","22","8","2024",110006329
"EXCELVISION (FAREVA EXCELVISION)","335820684","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ZONE INDUSTRIELLE LA LOMBARDIERE 27 RUE DE LA LOMBARDIERE 07100 ANNONAY","07100","07","84","32","6","2024",138580000
"AURILLAC DISTRIBUTION","327002903","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","26 ZAC DE LA JORDANNE 15000 AURILLAC","15000","15","84","22","6","2024",76979781
"L P G SYSTEMS","335183836","","32.50A","Manufacturing","Manufacturing: Furniture and Other","30 RUE DU DOCTEUR ABEL 26000 VALENCE","26000","26","84","31","15","2017",93222534
"BELLERIVEDIS","330240714","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","6 RUE RHIN ET DANUBE 03700 BELLERIVE-SUR-ALLIER","03700","03","84","32","6","2024",118346381
"HAULOTTE GROUP (HAULOTTE GROUP)","332822485","","28.22Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","RUE EMILE ZOLA 42420 LORETTE","42420","42","84","32","6","2024",640101000
"ETABLISSEMENTS PUIGRENIER (MAISON PUIGRENIER)","327852596","","10.11Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","72 AVENUE DE L'EUROPE 03100 MONTLUCON","03100","03","84","21","7","2024",127662659
"TREDI","338185762","","38.22Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","ZI DE LA PLAINE DE L'AIN ALLEE DES PINS 01150 SAINT-VULBAS","01150","01","84","12","16","2024",168592408
"BLEDINA (LABORATOIRE GALLIA) (BSA)","301374922","","10.51A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","81 RUE SANS SOUCI 69760 LIMONEST","69760","69","84","41","9","2025",661227950
"G. JACQUEMMOZ ET FILS","303858740","","49.41A","Transportation and storage","Transportation and Storage","ZI 235 RUE DE LA CITADELLE 73500 MODANE","73500","73","84","21","8","2024",49302181
"BECKER INDUSTRIE S.A.S.","381035815","","20.30Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","40 RUE DU CHAMP DE MARS 42600 SAVIGNEUX","42600","42","84","32","12","2024",209808693
"SOC ROMANDIS","349891523","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","CHEMIN DES CATALINS 26200 MONTELIMAR","26200","26","84","31","6","2024",85008010
"LIMAGRAIN INGREDIENTS (LCI)","351429923","","10.61B","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZONE AGRO INDUSTRIELLE 63720 SAINT-IGNAT","63720","63","84","22","7","2024",150859000
"ALCYON FRANCE","409166691","","46.46Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","115 RUE GEORGES CHARPAK 01390 CIVRIEUX","01390","01","84","22","15","2025",494071476
"SERGE FERRARI SAS (T.E.S.F.)","300821873","","13.96Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","ZI DE LA TOUR DU PIN ZONE INDUSTRIELLE 38110 SAINT-JEAN-DE-SOUDAIN","38110","38","84","22","6","2025",239094088
